row_id,pid,rlabel,ip,dateadded,datemodified,microsecs,ranknum,qnum,p,probdif,choseGamble
63,31708,w,ip_00873,2017-08-08 08:15:11,2017-08-08 08:15:11,42568,2,1,0.50,0.50,0
64,31708,w,ip_00873,2017-08-08 08:15:35,2017-08-08 08:15:35,23755,2,2,0.75,0.25,0
65,31708,w,ip_00873,2017-08-08 08:15:58,2017-08-08 08:15:58,21653,2,3,0.88,0.13,1
66,31708,w,ip_00873,2017-08-08 08:16:18,2017-08-08 08:16:18,19791,2,4,0.81,0.06,0
67,31708,w,ip_00873,2017-08-08 08:16:30,2017-08-08 08:16:30,11345,2,5,0.84,0.03,0
68,31708,w,ip_00873,2017-08-08 08:16:49,2017-08-08 08:16:49,5770,3,1,0.50,0.50,0
69,31708,w,ip_00873,2017-08-08 08:17:18,2017-08-08 08:17:18,28560,3,2,0.75,0.25,0
70,31708,w,ip_00873,2017-08-08 08:17:27,2017-08-08 08:17:27,8503,3,3,0.88,0.13,1
71,31708,w,ip_00873,2017-08-08 08:17:33,2017-08-08 08:17:33,5065,3,4,0.81,0.06,0
72,31708,w,ip_00873,2017-08-08 08:17:35,2017-08-08 08:17:35,2214,3,5,0.84,0.03,1
73,31708,w,ip_00873,2017-08-08 08:17:55,2017-08-08 08:17:55,17340,4,1,0.50,0.50,0
74,31708,w,ip_00873,2017-08-08 08:17:57,2017-08-08 08:17:57,1862,4,2,0.75,0.25,1
75,31708,w,ip_00873,2017-08-08 08:18:03,2017-08-08 08:18:03,6128,4,3,0.63,0.13,1
76,31708,w,ip_00873,2017-08-08 08:18:08,2017-08-08 08:18:08,4659,4,4,0.56,0.06,0
77,31708,w,ip_00873,2017-08-08 08:18:15,2017-08-08 08:18:15,6396,4,5,0.59,0.03,0
78,31708,w,ip_00873,2017-08-08 08:18:31,2017-08-08 08:18:31,13399,5,1,0.50,0.50,0
79,31708,w,ip_00873,2017-08-08 08:18:34,2017-08-08 08:18:34,2748,5,2,0.75,0.25,1
80,31708,w,ip_00873,2017-08-08 08:18:38,2017-08-08 08:18:38,3734,5,3,0.63,0.13,1
81,31708,w,ip_00873,2017-08-08 08:18:42,2017-08-08 08:18:42,2756,5,4,0.56,0.06,1
82,31708,w,ip_00873,2017-08-08 08:18:45,2017-08-08 08:18:45,2814,5,5,0.53,0.03,1
83,31709,w,ip_00325,2017-08-08 11:35:43,2017-08-08 11:35:43,11770,5,1,0.50,0.50,1
84,31709,w,ip_00325,2017-08-08 11:35:52,2017-08-08 11:35:52,9332,5,2,0.25,0.25,1
85,31709,w,ip_00325,2017-08-08 11:35:58,2017-08-08 11:35:58,6022,5,3,0.13,0.13,1
86,31709,w,ip_00325,2017-08-08 11:36:03,2017-08-08 11:36:03,4547,5,4,0.06,0.06,1
87,31709,w,ip_00325,2017-08-08 11:36:06,2017-08-08 11:36:06,3070,5,5,0.03,0.03,1
88,31709,w,ip_00325,2017-08-08 11:36:17,2017-08-08 11:36:17,5962,4,1,0.50,0.50,1
89,31709,w,ip_00325,2017-08-08 11:36:19,2017-08-08 11:36:19,2513,4,2,0.25,0.25,1
90,31709,w,ip_00325,2017-08-08 11:36:24,2017-08-08 11:36:24,4751,4,3,0.13,0.13,1
91,31709,w,ip_00325,2017-08-08 11:36:27,2017-08-08 11:36:27,3089,4,4,0.06,0.06,1
92,31709,w,ip_00325,2017-08-08 11:36:30,2017-08-08 11:36:30,2353,4,5,0.03,0.03,1
93,31709,w,ip_00325,2017-08-08 11:36:35,2017-08-08 11:36:35,4224,3,1,0.50,0.50,1
94,31709,w,ip_00325,2017-08-08 11:36:38,2017-08-08 11:36:38,2453,3,2,0.25,0.25,1
95,31709,w,ip_00325,2017-08-08 11:36:40,2017-08-08 11:36:40,2188,3,3,0.13,0.13,1
96,31709,w,ip_00325,2017-08-08 11:36:42,2017-08-08 11:36:42,1990,3,4,0.06,0.06,1
97,31709,w,ip_00325,2017-08-08 11:36:46,2017-08-08 11:36:46,3647,3,5,0.03,0.03,1
98,31709,w,ip_00325,2017-08-08 11:36:53,2017-08-08 11:36:53,5951,2,1,0.50,0.50,1
99,31709,w,ip_00325,2017-08-08 11:36:56,2017-08-08 11:36:56,2372,2,2,0.25,0.25,0
100,31709,w,ip_00325,2017-08-08 11:37:00,2017-08-08 11:37:00,3779,2,3,0.38,0.13,0
101,31709,w,ip_00325,2017-08-08 11:37:04,2017-08-08 11:37:04,3771,2,4,0.44,0.06,0
102,31709,w,ip_00325,2017-08-08 11:37:06,2017-08-08 11:37:06,2374,2,5,0.47,0.03,0
103,31709,w,ip_00325,2017-08-08 11:43:36,2017-08-08 11:43:36,3002,5,1,0.50,0.50,0
104,31709,w,ip_00325,2017-08-08 11:44:25,2017-08-08 11:44:25,49226,5,2,0.75,0.25,0
105,31709,w,ip_00325,2017-08-08 11:44:35,2017-08-08 11:44:35,9726,5,3,0.88,0.13,0
106,31709,w,ip_00325,2017-08-08 11:44:38,2017-08-08 11:44:38,2517,5,4,0.94,0.06,0
107,31709,w,ip_00325,2017-08-08 11:44:40,2017-08-08 11:44:40,2717,5,5,0.97,0.03,0
108,31709,w,ip_00325,2017-08-08 11:45:03,2017-08-08 11:45:03,7926,4,1,0.50,0.50,1
109,31709,w,ip_00325,2017-08-08 11:45:07,2017-08-08 11:45:07,3237,4,2,0.25,0.25,1
110,31709,w,ip_00325,2017-08-08 11:45:10,2017-08-08 11:45:10,3448,4,3,0.13,0.13,1
111,31709,w,ip_00325,2017-08-08 11:45:14,2017-08-08 11:45:14,3716,4,4,0.06,0.06,1
112,31709,w,ip_00325,2017-08-08 11:45:16,2017-08-08 11:45:16,2075,4,5,0.03,0.03,1
113,31709,w,ip_00325,2017-08-08 11:45:30,2017-08-08 11:45:30,2292,3,1,0.50,0.50,0
114,31709,w,ip_00325,2017-08-08 11:45:33,2017-08-08 11:45:33,2249,3,2,0.75,0.25,1
115,31709,w,ip_00325,2017-08-08 11:45:37,2017-08-08 11:45:37,4641,3,3,0.63,0.13,0
116,31709,w,ip_00325,2017-08-08 11:45:40,2017-08-08 11:45:40,2341,3,4,0.69,0.06,1
117,31709,w,ip_00325,2017-08-08 11:45:42,2017-08-08 11:45:42,2498,3,5,0.66,0.03,0
118,31709,w,ip_00325,2017-08-08 11:45:47,2017-08-08 11:45:47,1838,2,1,0.50,0.50,0
119,31709,w,ip_00325,2017-08-08 11:45:49,2017-08-08 11:45:49,1717,2,2,0.75,0.25,1
120,31709,w,ip_00325,2017-08-08 11:45:50,2017-08-08 11:45:50,1580,2,3,0.63,0.13,1
121,31709,w,ip_00325,2017-08-08 11:45:52,2017-08-08 11:45:52,1899,2,4,0.56,0.06,1
122,31709,w,ip_00325,2017-08-08 11:45:54,2017-08-08 11:45:54,2087,2,5,0.53,0.03,1
123,31709,w,ip_00325,2017-08-08 11:48:07,2017-08-08 11:48:07,2591,5,1,0.50,0.50,1
124,31709,w,ip_00325,2017-08-08 11:48:08,2017-08-08 11:48:08,1881,5,2,0.25,0.25,1
125,31709,w,ip_00325,2017-08-08 11:48:10,2017-08-08 11:48:10,1722,5,3,0.13,0.13,1
126,31709,w,ip_00325,2017-08-08 11:48:12,2017-08-08 11:48:12,1984,5,4,0.06,0.06,1
127,31709,w,ip_00325,2017-08-08 11:48:14,2017-08-08 11:48:14,1495,5,5,0.03,0.03,1
128,31710,w,ip_01017,2017-08-08 14:42:11,2017-08-08 14:42:11,7877,2,1,0.50,0.50,0
129,31710,w,ip_01017,2017-08-08 14:42:20,2017-08-08 14:42:20,8717,2,2,0.75,0.25,0
130,31710,w,ip_01017,2017-08-08 14:42:30,2017-08-08 14:42:30,9088,2,3,0.88,0.13,0
131,31710,w,ip_01017,2017-08-08 14:42:36,2017-08-08 14:42:36,5162,2,4,0.94,0.06,1
132,31710,w,ip_01017,2017-08-08 14:42:49,2017-08-08 14:42:49,11910,2,5,0.91,0.03,1
133,31710,w,ip_01017,2017-08-08 14:43:01,2017-08-08 14:43:01,5608,3,1,0.50,0.50,0
134,31710,w,ip_01017,2017-08-08 14:43:27,2017-08-08 14:43:27,25580,3,2,0.75,0.25,0
135,31710,w,ip_01017,2017-08-08 14:43:31,2017-08-08 14:43:31,2426,3,3,0.88,0.13,1
136,31710,w,ip_01017,2017-08-08 14:43:33,2017-08-08 14:43:33,2108,3,4,0.81,0.06,1
137,31710,w,ip_01017,2017-08-08 14:43:40,2017-08-08 14:43:40,6465,3,5,0.78,0.03,1
138,31710,w,ip_01017,2017-08-08 14:43:49,2017-08-08 14:43:49,5302,4,1,0.50,0.50,1
139,31710,w,ip_01017,2017-08-08 14:43:56,2017-08-08 14:43:56,6799,4,2,0.25,0.25,0
140,31710,w,ip_01017,2017-08-08 14:44:01,2017-08-08 14:44:01,4303,4,3,0.38,0.13,0
141,31710,w,ip_01017,2017-08-08 14:44:13,2017-08-08 14:44:13,11805,4,4,0.44,0.06,0
142,31710,w,ip_01017,2017-08-08 14:44:30,2017-08-08 14:44:30,15665,4,5,0.47,0.03,0
143,31710,w,ip_01017,2017-08-08 14:44:42,2017-08-08 14:44:42,4936,5,1,0.50,0.50,1
144,31710,w,ip_01017,2017-08-08 14:44:47,2017-08-08 14:44:47,4410,5,2,0.25,0.25,1
145,31710,w,ip_01017,2017-08-08 14:44:53,2017-08-08 14:44:53,5205,5,3,0.13,0.13,0
146,31710,w,ip_01017,2017-08-08 14:44:56,2017-08-08 14:44:56,3284,5,4,0.19,0.06,0
147,31710,w,ip_01017,2017-08-08 14:45:07,2017-08-08 14:45:07,9943,5,5,0.22,0.03,1
148,31711,n,ip_02046,2017-08-08 19:51:38,2017-08-08 19:51:38,14777,5,1,0.50,0.50,1
149,31711,n,ip_02046,2017-08-08 19:51:42,2017-08-08 19:51:42,3885,5,2,0.25,0.25,0
150,31711,n,ip_02046,2017-08-08 19:51:45,2017-08-08 19:51:45,2731,5,3,0.38,0.13,0
151,31711,n,ip_02046,2017-08-08 19:51:50,2017-08-08 19:51:50,5606,5,4,0.44,0.06,0
152,31711,n,ip_02046,2017-08-08 19:51:54,2017-08-08 19:51:54,2934,5,5,0.47,0.03,0
153,31711,n,ip_02046,2017-08-08 19:52:05,2017-08-08 19:52:05,8822,4,1,0.50,0.50,0
154,31711,n,ip_02046,2017-08-08 19:52:10,2017-08-08 19:52:10,5317,4,2,0.75,0.25,1
155,31711,n,ip_02046,2017-08-08 19:52:13,2017-08-08 19:52:13,2175,4,3,0.63,0.13,1
156,31711,n,ip_02046,2017-08-08 19:52:14,2017-08-08 19:52:14,1710,4,4,0.56,0.06,1
157,31711,n,ip_02046,2017-08-08 19:52:16,2017-08-08 19:52:16,1772,4,5,0.53,0.03,1
158,31711,n,ip_02046,2017-08-08 19:52:24,2017-08-08 19:52:24,6154,3,1,0.50,0.50,0
159,31711,n,ip_02046,2017-08-08 19:52:26,2017-08-08 19:52:26,1611,3,2,0.75,0.25,1
160,31711,n,ip_02046,2017-08-08 19:52:29,2017-08-08 19:52:29,2860,3,3,0.63,0.13,0
161,31711,n,ip_02046,2017-08-08 19:52:31,2017-08-08 19:52:31,2495,3,4,0.69,0.06,1
162,31711,n,ip_02046,2017-08-08 19:52:36,2017-08-08 19:52:36,4143,3,5,0.66,0.03,1
163,31711,n,ip_02046,2017-08-08 19:52:39,2017-08-08 19:52:39,2134,2,1,0.50,0.50,0
164,31711,n,ip_02046,2017-08-08 19:52:41,2017-08-08 19:52:41,2034,2,2,0.75,0.25,0
165,31711,n,ip_02046,2017-08-08 19:52:47,2017-08-08 19:52:47,5687,2,3,0.88,0.13,1
166,31711,n,ip_02046,2017-08-08 19:52:50,2017-08-08 19:52:50,3089,2,4,0.81,0.06,0
167,31711,n,ip_02046,2017-08-08 19:52:54,2017-08-08 19:52:54,4059,2,5,0.84,0.03,1
168,31711,n,ip_02046,2017-08-08 20:21:38,2017-08-08 20:21:38,4216,5,1,0.50,0.50,0
169,31711,n,ip_02046,2017-08-08 20:21:42,2017-08-08 20:21:42,3617,5,2,0.75,0.25,1
170,31711,n,ip_02046,2017-08-08 20:21:44,2017-08-08 20:21:44,1523,5,3,0.63,0.13,1
171,31711,n,ip_02046,2017-08-08 20:21:45,2017-08-08 20:21:45,1553,5,4,0.56,0.06,1
172,31711,n,ip_02046,2017-08-08 20:21:47,2017-08-08 20:21:47,1664,5,5,0.53,0.03,1
173,31711,n,ip_02046,2017-08-08 20:21:56,2017-08-08 20:21:56,7607,4,1,0.50,0.50,1
174,31711,n,ip_02046,2017-08-08 20:21:58,2017-08-08 20:21:58,1826,4,2,0.25,0.25,1
175,31711,n,ip_02046,2017-08-08 20:22:25,2017-08-08 20:22:25,15903,4,1,0.50,0.50,1
176,31711,n,ip_02046,2017-08-08 20:22:27,2017-08-08 20:22:27,1912,4,2,0.25,0.25,0
177,31711,n,ip_02046,2017-08-08 20:22:31,2017-08-08 20:22:31,3441,4,3,0.38,0.13,0
178,31711,n,ip_02046,2017-08-08 20:22:32,2017-08-08 20:22:32,1700,4,4,0.44,0.06,0
179,31711,n,ip_02046,2017-08-08 20:22:34,2017-08-08 20:22:34,1655,4,5,0.47,0.03,0
180,31711,n,ip_02046,2017-08-08 20:22:37,2017-08-08 20:22:37,1984,3,1,0.50,0.50,0
181,31711,n,ip_02046,2017-08-08 20:22:42,2017-08-08 20:22:42,4038,3,2,0.75,0.25,1
182,31711,n,ip_02046,2017-08-08 20:22:43,2017-08-08 20:22:43,1575,3,3,0.63,0.13,1
183,31711,n,ip_02046,2017-08-08 20:24:42,2017-08-08 20:24:42,118284,3,4,0.56,0.06,1
184,31711,n,ip_02046,2017-08-08 20:24:44,2017-08-08 20:24:44,1578,3,5,0.53,0.03,1
185,31711,n,ip_02046,2017-08-08 20:24:49,2017-08-08 20:24:49,3415,2,1,0.50,0.50,0
186,31711,n,ip_02046,2017-08-08 20:24:51,2017-08-08 20:24:51,2282,2,2,0.75,0.25,0
187,31711,n,ip_02046,2017-08-08 20:24:54,2017-08-08 20:24:54,2431,2,3,0.88,0.13,1
188,31711,n,ip_02046,2017-08-08 20:24:55,2017-08-08 20:24:55,1792,2,4,0.81,0.06,0
189,31711,n,ip_02046,2017-08-08 20:24:57,2017-08-08 20:24:57,1888,2,5,0.84,0.03,1
190,31715,n,ip_01891,2017-08-09 11:17:17,2017-08-09 11:17:17,1986,5,1,0.50,0.50,1
191,31715,n,ip_01891,2017-08-09 11:17:20,2017-08-09 11:17:20,2478,5,2,0.25,0.25,1
192,31715,n,ip_01891,2017-08-09 11:17:21,2017-08-09 11:17:21,903,5,3,0.13,0.13,0
193,31715,n,ip_01891,2017-08-09 11:17:23,2017-08-09 11:17:23,1883,5,4,0.19,0.06,0
194,31715,n,ip_01891,2017-08-09 11:17:24,2017-08-09 11:17:24,1040,5,5,0.22,0.03,1
195,31715,n,ip_01891,2017-08-09 11:17:28,2017-08-09 11:17:28,1927,4,1,0.50,0.50,0
196,31715,n,ip_01891,2017-08-09 11:17:29,2017-08-09 11:17:29,1314,4,2,0.75,0.25,1
197,31715,n,ip_01891,2017-08-09 11:17:31,2017-08-09 11:17:31,1079,4,3,0.63,0.13,1
198,31715,n,ip_01891,2017-08-09 11:17:32,2017-08-09 11:17:32,691,4,4,0.56,0.06,1
199,31715,n,ip_01891,2017-08-09 11:17:33,2017-08-09 11:17:33,1014,4,5,0.53,0.03,0
200,31715,n,ip_01891,2017-08-09 11:17:36,2017-08-09 11:17:36,1579,3,1,0.50,0.50,1
201,31715,n,ip_01891,2017-08-09 11:17:38,2017-08-09 11:17:38,1564,3,2,0.25,0.25,1
202,31715,n,ip_01891,2017-08-09 11:17:39,2017-08-09 11:17:39,935,3,3,0.13,0.13,1
203,31715,n,ip_01891,2017-08-09 11:17:41,2017-08-09 11:17:41,1030,3,4,0.06,0.06,0
204,31715,n,ip_01891,2017-08-09 11:17:42,2017-08-09 11:17:42,709,3,5,0.09,0.03,1
205,31715,n,ip_01891,2017-08-09 11:17:45,2017-08-09 11:17:45,1405,2,1,0.50,0.50,1
206,31715,n,ip_01891,2017-08-09 11:17:47,2017-08-09 11:17:47,2356,2,2,0.25,0.25,0
207,31715,n,ip_01891,2017-08-09 11:17:49,2017-08-09 11:17:49,1358,2,3,0.38,0.13,1
208,31715,n,ip_01891,2017-08-09 11:17:52,2017-08-09 11:17:52,2767,2,4,0.31,0.06,1
209,31715,n,ip_01891,2017-08-09 11:17:53,2017-08-09 11:17:53,1165,2,5,0.28,0.03,0
210,31714,n,ip_03021,2017-08-09 11:22:17,2017-08-09 11:22:17,25483,2,1,0.50,0.50,0
211,31714,n,ip_03021,2017-08-09 11:22:30,2017-08-09 11:22:30,11926,2,2,0.75,0.25,0
212,31714,n,ip_03021,2017-08-09 11:22:40,2017-08-09 11:22:40,10072,2,3,0.88,0.13,1
213,31714,n,ip_03021,2017-08-09 11:22:47,2017-08-09 11:22:47,6683,2,4,0.81,0.06,1
214,31714,n,ip_03021,2017-08-09 11:22:51,2017-08-09 11:22:51,3165,2,5,0.78,0.03,1
215,31714,n,ip_03021,2017-08-09 11:23:09,2017-08-09 11:23:09,10545,3,1,0.50,0.50,0
216,31714,n,ip_03021,2017-08-09 11:23:17,2017-08-09 11:23:17,8099,3,2,0.75,0.25,1
217,31714,n,ip_03021,2017-08-09 11:23:36,2017-08-09 11:23:36,17944,3,3,0.63,0.13,1
218,31714,n,ip_03021,2017-08-09 11:23:40,2017-08-09 11:23:40,4143,3,4,0.56,0.06,0
219,31714,n,ip_03021,2017-08-09 11:23:44,2017-08-09 11:23:44,3938,3,5,0.59,0.03,0
220,31714,n,ip_03021,2017-08-09 11:24:01,2017-08-09 11:24:01,10757,4,1,0.50,0.50,0
221,31714,n,ip_03021,2017-08-09 11:24:05,2017-08-09 11:24:05,3546,4,2,0.75,0.25,1
222,31714,n,ip_03021,2017-08-09 11:24:08,2017-08-09 11:24:08,3269,4,3,0.63,0.13,1
223,31716,w,ip_00541,2017-08-09 11:24:12,2017-08-09 11:24:12,2907,2,1,0.50,0.50,1
224,31714,n,ip_03021,2017-08-09 11:24:14,2017-08-09 11:24:14,5091,4,4,0.56,0.06,1
225,31716,w,ip_00541,2017-08-09 11:24:18,2017-08-09 11:24:18,6086,2,2,0.25,0.25,0
226,31716,w,ip_00541,2017-08-09 11:24:21,2017-08-09 11:24:21,2430,2,3,0.38,0.13,0
227,31714,n,ip_03021,2017-08-09 11:24:22,2017-08-09 11:24:22,7300,4,5,0.53,0.03,0
228,31716,w,ip_00541,2017-08-09 11:24:23,2017-08-09 11:24:23,2173,2,4,0.44,0.06,0
229,31716,w,ip_00541,2017-08-09 11:24:34,2017-08-09 11:24:34,10085,2,5,0.47,0.03,0
230,31714,n,ip_03021,2017-08-09 11:24:42,2017-08-09 11:24:42,16290,5,1,0.50,0.50,1
231,31714,n,ip_03021,2017-08-09 11:24:46,2017-08-09 11:24:46,3046,5,2,0.25,0.25,0
232,31714,n,ip_03021,2017-08-09 11:24:49,2017-08-09 11:24:49,2911,5,3,0.38,0.13,0
233,31716,w,ip_00541,2017-08-09 11:24:50,2017-08-09 11:24:50,7250,3,1,0.50,0.50,1
234,31714,n,ip_03021,2017-08-09 11:24:52,2017-08-09 11:24:52,3208,5,4,0.44,0.06,0
235,31714,n,ip_03021,2017-08-09 11:24:56,2017-08-09 11:24:56,3100,5,5,0.47,0.03,0
236,31716,w,ip_00541,2017-08-09 11:24:58,2017-08-09 11:24:58,7421,3,2,0.25,0.25,0
237,31716,w,ip_00541,2017-08-09 11:25:01,2017-08-09 11:25:01,2737,3,3,0.38,0.13,0
238,31716,w,ip_00541,2017-08-09 11:25:04,2017-08-09 11:25:04,2398,3,4,0.44,0.06,1
239,31716,w,ip_00541,2017-08-09 11:25:07,2017-08-09 11:25:07,3126,3,5,0.41,0.03,1
240,31716,w,ip_00541,2017-08-09 11:25:13,2017-08-09 11:25:13,3065,4,1,0.50,0.50,1
241,31716,w,ip_00541,2017-08-09 11:25:17,2017-08-09 11:25:17,3036,4,2,0.25,0.25,0
242,31716,w,ip_00541,2017-08-09 11:25:20,2017-08-09 11:25:20,3329,4,3,0.38,0.13,1
243,31716,w,ip_00541,2017-08-09 11:25:23,2017-08-09 11:25:23,3066,4,4,0.31,0.06,0
244,31716,w,ip_00541,2017-08-09 11:25:25,2017-08-09 11:25:25,1510,4,5,0.34,0.03,1
245,31716,w,ip_00541,2017-08-09 11:25:30,2017-08-09 11:25:30,2659,5,1,0.50,0.50,1
246,31716,w,ip_00541,2017-08-09 11:25:32,2017-08-09 11:25:32,1576,5,2,0.25,0.25,1
247,31716,w,ip_00541,2017-08-09 11:25:33,2017-08-09 11:25:33,1275,5,3,0.13,0.13,1
248,31716,w,ip_00541,2017-08-09 11:25:34,2017-08-09 11:25:34,1305,5,4,0.06,0.06,1
